zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move
73119,21,4,20,0
73120,28,4,17,1
73121,32,7,29,0
73122,29,7,25,0
73123,60,12,53,0
73124,76,15,65,2
73125,107,19,76,7
73126,107,23,92,2
73127,66,16,51,3
73128,40,9,31,1
73129,46,8,46,0
73130,31,7,23,1
73152,24,9,17,0
73153,33,14,27,0
73154,46,16,34,0
73155,13,4,14,0
73156,7,0,7,0
73157,7,0,7,0
73158,28,12,15,0
73159,39,7,16,0
73160,28,11,27,1
73161,20,8,15,3
73162,87,26,74,0
73163,49,5,42,0
73164,38,4,21,0
73165,35,6,23,3
73166,49,13,37,2
73167,46,20,39,6
73168,115,36,90,1
73169,148,30,94,10
73170,242,46,144,13
73171,1120,310,825,47
73172,1241,354,918,46
73173,647,380,718,22
73174,456,240,532,9
73175,125,44,114,2
73176,95,57,107,1
73177,37,63,84,0
73178,21,13,20,4
73179,52,4,37,0
73180,41,11,34,2
73181,52,19,52,2
73182,73,14,48,3
73183,84,18,58,7
73184,65,17,45,4
73185,40,8,22,4
73186,31,4,18,0
73187,37,13,37,0
73188,56,17,33,4
73189,66,28,67,2
73191,65,18,42,7
73192,34,7,21,1
73193,46,15,38,1
73194,137,19,81,4
73195,183,57,148,15
73196,104,36,88,5
73197,139,25,101,2
73198,138,26,109,2
73199,226,96,197,8
73200,209,61,161,13
73201,359,95,259,16
73202,612,150,430,23
73203,507,151,378,23
73204,558,287,512,34
73727,17,10,21,0
73728,10,20,26,0
73729,5,2,4,0
73730,8,2,7,0
73731,30,0,23,0
73732,6,3,7,0
73733,10,3,8,0
73734,11,5,14,0
73735,20,8,18,1
73736,43,9,35,3
73737,40,5,28,2
73738,29,9,28,0
73739,53,12,44,1
73740,51,16,55,0
73741,59,20,49,1
73742,47,14,42,2
73743,47,6,32,1
73744,29,3,17,0
73745,59,19,55,0
73746,34,10,26,0
73767,40,18,44,1
73768,22,8,17,2
73769,13,9,15,0
73770,26,9,23,0
73771,18,15,30,0
73772,47,19,40,2
73773,18,10,18,0
73774,24,11,28,0
73775,57,22,47,3
73776,27,15,27,2
73777,80,28,77,0
73778,43,12,30,2
73779,48,11,37,3
73780,59,7,20,3
73781,41,6,26,0
73782,50,14,40,3
73783,70,15,47,6
73784,93,23,60,4
73785,185,29,132,5
73786,367,88,251,11
73787,1448,287,868,103
73788,2787,775,1926,142
73789,1222,434,994,43
73790,800,158,527,18
73791,496,136,401,24
73792,118,39,93,5
73793,79,41,77,1
73794,39,15,35,0
73795,28,4,14,1
73796,37,25,37,4
73797,40,11,30,3
73798,56,11,36,1
73799,71,7,48,3
73800,98,33,68,1
73801,58,21,51,2
73802,56,21,45,3
73803,38,16,30,5
73804,32,10,24,1
73805,59,22,49,4
73806,49,8,32,1
73807,24,6,16,1
73808,40,19,35,1
73809,109,33,74,10
73810,116,40,92,6
73811,98,24,80,1
73812,160,35,126,6
73813,242,58,185,7
73814,313,111,273,9
73815,391,91,283,22
73816,515,92,284,40
73817,421,82,294,18
73818,484,124,344,11
73819,419,104,293,26
73820,665,218,470,58
73821,904,340,651,88
74343,19,8,19,0
74344,18,2,11,0
74345,12,4,11,0
74346,11,4,6,1
74347,16,4,15,0
74348,24,4,18,3
74349,28,3,15,3
74350,32,9,20,0
74351,49,9,34,1
74352,59,12,44,3
74353,56,15,46,2
74354,46,7,33,2
74355,66,10,40,3
74356,66,17,47,1
74357,57,16,44,3
74358,61,9,42,1
74359,48,11,37,1
74360,29,6,23,2
74361,31,6,25,0
74362,31,6,24,0
74382,18,5,16,0
74383,26,10,28,1
74384,22,6,18,1
74385,13,8,14,0
74386,24,7,19,0
74387,59,35,69,2
74388,42,10,33,2
74389,53,17,41,1
74390,62,21,48,0
74391,57,10,34,0
74392,50,19,49,0
74393,30,8,29,1
74394,44,12,42,0
74395,25,10,16,0
74396,46,7,25,0
74397,63,16,51,7
74398,61,18,46,1
74399,117,15,76,3
74400,102,24,73,3
74401,161,36,112,5
74402,283,50,194,10
74403,1751,315,1077,84
74404,2911,548,1883,137
74405,1337,255,857,74
74406,695,126,376,44
74407,482,113,353,23
74408,333,57,168,29
74409,161,32,133,9
74410,160,26,116,5
74411,43,15,39,3
74412,58,14,38,3
74413,57,10,46,0
74414,58,12,45,4
74415,61,9,38,2
74416,64,19,56,6
74417,105,18,67,1
74418,50,27,48,4
74419,35,7,21,1
74420,62,48,88,6
74421,107,18,57,5
74422,42,14,32,1
74423,68,24,63,1
74424,84,25,81,3
74425,139,27,87,9
74426,86,16,55,3
74427,128,46,115,13
74428,240,39,158,7
74429,268,68,197,11
74430,269,86,195,4
74431,332,77,248,11
74432,509,75,275,40
74433,720,98,354,55
74434,878,156,488,62
74435,725,118,441,52
74436,924,212,611,59
74437,1319,457,1041,50
74438,770,337,660,55
74439,470,298,533,20
74965,12,3,9,0
74966,7,3,7,0
74967,26,11,21,0
74968,6,3,6,0
74969,12,5,15,0
74970,12,5,11,0
74971,12,3,10,0
74972,36,9,32,1
74973,44,11,37,2
74974,54,8,42,2
74975,31,3,18,1
74976,45,7,19,3
74977,26,6,15,3
74978,66,9,47,6
74979,72,18,63,5
74980,68,5,40,3
74981,48,5,35,1
74982,46,5,36,1
74983,85,15,68,0
74984,176,6,97,10
75004,38,10,40,0
75005,17,9,21,1
75006,25,5,24,1
75007,19,10,18,1
75008,17,3,12,0
75009,23,7,20,1
75010,42,4,22,1
75011,47,10,39,2
75012,49,15,40,0
75013,70,20,55,4
75014,66,13,56,0
75015,48,9,32,1
75016,64,13,35,0
75017,24,8,23,1
75018,54,4,32,1
75019,60,20,47,2
75020,99,23,83,3
75021,127,32,90,6
75022,121,30,94,11
75023,134,37,98,2
75024,271,58,171,15
75025,1255,234,779,59
75026,1396,234,825,91
75027,1152,203,817,37
75028,665,142,433,32
75029,535,139,349,32
75030,480,44,268,24
75031,237,42,161,10
75032,91,24,58,6
75033,53,18,39,2
75034,85,29,79,6
75035,121,23,59,5
75036,118,26,74,0
75037,102,22,72,5
75038,67,23,48,3
75039,55,33,54,3
75040,69,16,49,0
75041,45,19,35,8
75042,101,30,70,0
75043,97,27,72,7
75044,95,23,69,5
75045,126,27,85,12
75046,123,23,78,1
75047,116,51,116,1
75048,106,26,75,5
75049,272,44,136,37
75050,178,58,125,6
75051,322,108,251,22
75052,282,119,253,11
75053,264,57,172,10
75054,281,65,150,34
75055,1220,232,706,66
75056,877,143,471,65
75057,818,122,411,57
75058,638,165,460,20
75059,576,282,531,27
75060,890,516,942,28
75061,516,190,403,40
75062,440,170,334,17
75063,214,330,439,11
75064,89,40,82,8
75586,10,3,8,0
75587,5,1,6,0
75588,8,2,10,0
75589,10,4,11,0
75590,7,4,7,1
75591,10,5,6,1
75592,12,2,10,1
75593,23,6,19,1
75594,26,8,16,2
75595,23,10,18,3
75596,30,7,18,1
75597,69,9,31,7
75598,57,11,27,6
75599,74,10,51,3
75600,99,18,68,6
75625,21,7,17,0
75626,27,5,19,1
75627,33,6,28,1
75628,24,8,24,0
75629,33,18,35,0
75630,57,8,49,0
75631,31,9,28,1
75632,59,10,29,3
75633,68,16,51,1
75634,62,14,47,6
75635,139,33,110,4
75636,105,33,89,1
75637,65,20,62,1
75638,94,27,76,5
75639,47,9,37,0
75640,72,10,49,1
75641,97,20,58,2
75642,156,28,97,7
75643,149,34,108,8
75644,283,63,175,17
75645,200,39,121,8
75646,804,116,521,28
75647,993,151,570,74
75648,504,89,311,23
75649,871,136,568,41
75650,885,102,468,51
75651,678,103,370,44
75652,206,40,121,9
75653,113,19,68,10
75654,80,23,53,9
75655,65,17,52,3
75656,111,30,68,6
75657,146,37,101,9
75658,87,16,53,3
75659,128,27,87,5
75660,47,9,32,0
75661,60,20,43,1
75662,52,21,47,1
75663,108,61,104,3
75664,111,23,74,3
75665,100,45,86,10
75666,62,14,43,4
75667,135,28,94,12
75668,84,25,69,5
75669,156,23,94,9
75670,184,27,103,13
75671,106,50,112,5
75672,140,41,96,7
75673,393,143,343,9
75674,411,105,268,13
75675,459,153,350,34
75676,784,166,453,73
75677,859,171,538,33
75678,554,110,358,44
75679,515,150,324,33
75680,1041,495,910,47
75681,1973,955,1759,104
75682,979,185,591,45
75683,508,123,326,18
75684,316,63,168,20
75685,146,31,92,7
76205,11,0,6,0
76206,7,0,4,0
76207,11,0,8,0
76208,4,2,4,0
76209,9,3,10,0
76210,11,0,9,2
76211,12,2,11,0
76212,18,4,14,1
76213,12,7,12,0
76214,21,10,18,1
76215,47,5,28,0
76216,58,6,30,6
76217,34,6,23,4
76218,36,4,25,1
76219,84,13,57,6
76246,32,14,30,1
76247,43,11,38,2
76248,30,5,20,1
76249,75,23,53,5
76250,67,6,41,0
76251,56,14,41,2
76252,100,26,55,3
76253,75,20,52,3
76254,130,24,96,3
76255,135,38,104,8
76256,174,29,149,6
76257,198,52,161,3
76258,146,29,104,4
76259,112,37,100,4
76260,150,31,109,3
76261,104,34,84,4
76262,144,45,109,9
76263,188,67,157,8
76264,130,42,102,4
76265,321,65,239,15
76266,368,74,262,15
76267,400,71,273,10
76268,986,101,562,36
76269,702,119,393,45
76270,634,111,415,31
76271,282,58,189,14
76272,168,25,84,12
76273,101,18,63,9
76274,119,22,68,8
76275,142,19,86,4
76276,106,28,78,3
76277,101,15,56,7
76278,92,13,57,2
76279,55,13,40,2
76280,59,8,34,1
76281,25,14,26,0
76282,67,33,71,2
76283,61,17,52,3
76284,48,15,43,3
76285,37,7,22,0
76286,114,40,101,8
76287,103,28,69,11
76288,83,24,62,3
76289,213,26,122,11
76290,108,27,70,4
76291,215,59,142,17
76292,201,74,165,5
76293,475,169,398,13
76294,625,88,332,30
76295,746,94,397,30
76296,596,68,302,30
76297,736,147,397,50
76298,1358,349,812,67
76299,2443,716,1730,86
76300,2884,897,2027,152
76301,1697,255,899,105
76302,1979,260,925,147
76303,1534,257,814,89
76304,612,79,304,45
76823,13,2,9,1
76824,14,15,22,0
76825,11,0,7,0
76826,7,4,4,0
76827,16,0,10,1
76828,7,8,12,0
76829,21,0,19,0
76830,18,3,13,0
76831,18,3,11,2
76832,14,3,11,2
76833,21,4,20,0
76834,28,4,22,1
76835,49,9,41,0
76836,33,3,16,2
76837,34,5,26,1
76864,32,8,27,1
76865,42,14,40,2
76866,59,15,55,3
76867,93,16,67,1
76868,73,19,59,0
76869,94,4,37,7
76870,105,21,82,6
76871,124,37,102,0
76872,152,30,107,3
76873,308,53,183,22
76874,195,86,190,8
76875,284,74,188,10
76876,303,88,266,6
76877,161,51,136,10
76878,138,28,106,5
76879,116,24,76,3
76880,156,30,99,8
76881,212,64,151,7
76882,150,38,115,4
76883,93,26,71,2
76884,219,46,165,3
76885,226,36,144,9
76886,768,98,460,38
76887,581,92,328,35
76888,778,108,383,58
76889,496,92,261,28
76890,218,35,111,11
76891,129,27,86,7
76892,79,32,66,4
76893,123,32,94,6
76894,165,30,98,4
76895,103,17,65,1
76896,56,13,36,7
76897,48,12,34,1
76898,55,13,33,2
76899,126,65,111,4
76900,29,15,33,0
76901,33,13,31,0
76902,23,13,20,0
76903,63,30,48,10
76904,86,22,58,5
76905,97,34,81,4
76906,85,33,63,2
76907,109,18,60,7
76908,108,21,72,3
76909,284,71,189,7
76910,260,71,176,15
76911,357,87,215,13
76912,579,170,401,21
76913,770,118,489,31
76914,356,40,183,27
76915,787,202,526,27
76916,1039,321,751,62
76917,2571,683,1704,138
76918,2924,1148,2289,184
76919,1424,296,776,77
76920,2116,264,938,145
76921,993,128,453,82
76922,505,75,260,41
77454,38,4,24,1
77455,30,7,24,3
77482,20,3,13,0
77483,36,3,17,0
77484,73,12,42,7
77485,20,9,17,0
77486,69,17,70,3
77487,33,9,25,0
77488,56,11,36,1
77489,223,29,133,8
77490,174,50,143,3
77491,203,69,178,7
77492,270,67,186,13
77493,328,94,241,13
77494,330,84,269,12
77495,122,30,90,3
77496,68,17,53,5
77497,66,17,50,3
77498,113,17,62,5
77499,119,34,91,6
77500,89,26,59,8
77501,68,14,42,3
77502,130,37,99,7
77503,266,54,178,8
77504,410,59,238,10
77505,489,138,352,6
77506,939,216,471,62
77507,1088,233,656,47
77508,637,119,357,31
77509,386,107,241,16
77510,696,101,397,46
77511,870,118,515,45
77512,470,74,270,14
77513,229,48,144,18
77514,46,6,19,5
77515,52,14,26,10
77516,34,13,22,1
77517,53,20,54,2
77518,26,11,24,0
77519,31,6,25,1
77520,54,10,41,1
77521,87,70,111,3
77522,103,34,79,5
77523,113,39,91,7
77524,110,24,69,4
77525,136,52,113,5
77526,109,23,72,6
77527,313,53,182,17
77528,338,104,245,18
77529,351,78,208,12
77530,537,164,388,23
77531,148,35,104,12
77532,246,46,136,15
77533,286,83,206,15
77534,815,296,641,46
77535,1221,460,920,74
77536,1752,370,1053,73
77537,1156,236,641,82
77538,852,90,372,53
77539,638,70,264,42
78073,18,7,20,0
78074,33,10,26,1
78097,82,22,60,2
78098,120,28,94,5
78099,124,30,101,3
78100,74,10,46,3
78101,38,4,18,3
78102,52,14,37,5
78103,84,35,77,8
78104,86,12,55,1
78105,38,8,27,1
78106,132,35,97,4
78107,103,42,103,2
78108,194,62,148,13
78109,464,133,364,12
78110,459,138,386,16
78111,292,63,220,8
78112,244,72,205,9
78113,132,34,102,3
78114,108,27,98,5
78115,56,7,32,1
78116,37,16,34,0
78117,61,13,47,2
78118,50,18,45,1
78119,90,12,64,3
78120,108,30,90,2
78121,128,28,85,6
78122,195,40,135,11
78123,326,73,207,18
78124,578,182,404,50
78125,982,135,541,49
78126,1641,306,903,89
78127,639,139,365,26
78128,647,92,303,29
78129,556,113,342,28
78130,277,73,187,7
78131,148,19,89,8
78132,48,8,24,2
78133,80,8,38,2
78134,51,8,22,4
78135,51,9,38,3
78136,53,18,51,0
78137,74,18,48,1
78138,57,30,58,2
78139,91,38,72,1
78140,116,38,81,5
78141,124,36,86,7
78142,116,28,77,4
78143,125,23,68,6
78144,292,80,207,8
78145,332,57,198,9
78146,387,114,266,28
78147,592,152,409,30
78148,404,90,230,15
78149,206,39,128,11
78150,579,103,307,23
78151,301,67,189,6
78152,498,98,301,29
78153,3304,602,1644,316
78154,2950,484,1546,201
78155,804,168,457,51
78156,460,81,226,29
78714,101,27,76,0
78715,115,16,74,6
78716,129,32,108,3
78717,127,34,108,2
78718,50,16,39,3
78719,48,16,39,4
78720,96,23,72,5
78721,95,26,84,1
78722,140,28,102,10
78723,162,34,114,6
78724,163,48,130,7
78725,177,44,146,6
78726,484,86,317,29
78727,518,143,417,24
78728,329,91,261,16
78729,194,62,173,4
78730,95,27,65,3
78731,52,12,42,2
78732,71,13,60,3
78733,91,14,65,2
78734,53,11,43,3
78735,69,21,59,3
78736,100,32,82,3
78737,135,36,104,10
78738,348,71,251,24
78739,443,78,275,16
78740,359,85,221,24
78741,279,74,189,21
78742,460,89,269,21
78743,729,119,377,40
78744,444,92,228,39
78745,389,52,192,33
78746,311,50,173,19
78747,274,57,199,9
78748,244,44,176,10
78749,136,41,70,10
78750,71,12,42,1
78751,33,11,34,2
78752,56,14,39,2
78753,80,20,71,2
78754,95,20,55,5
78755,155,39,108,5
78756,233,66,156,13
78757,211,49,132,8
78758,110,29,77,3
78759,179,34,114,6
78760,205,32,109,11
78761,248,51,136,11
78762,532,93,267,34
78763,929,345,682,54
78764,739,185,399,54
78765,402,78,230,15
78766,371,57,194,8
78767,326,58,175,15
78768,262,63,165,14
78769,253,43,139,13
78770,1502,281,801,110
78771,814,124,425,55
78772,477,84,264,19
79332,71,13,45,4
79333,182,34,138,8
79334,152,33,120,8
79335,114,45,96,2
79336,111,27,81,4
79337,84,18,52,8
79338,212,55,160,12
79339,135,29,101,4
79340,140,28,93,4
79341,124,36,97,2
79342,191,50,126,7
79343,288,60,236,1
79344,307,68,264,11
79345,377,95,301,12
79346,329,86,252,11
79347,169,34,121,4
79348,116,42,94,4
79349,65,16,52,2
79350,76,6,39,3
79351,87,26,69,4
79352,51,14,42,1
79353,56,10,45,0
79354,70,20,58,4
79355,111,26,84,8
79356,245,50,166,14
79357,294,41,189,14
79358,175,48,121,11
79359,158,28,94,10
79360,233,53,141,7
79361,217,49,132,7
79362,215,32,129,7
79363,355,60,211,34
79364,214,35,143,10
79365,177,23,115,14
79366,234,54,176,10
79367,209,34,130,25
79368,61,11,47,1
79369,53,13,46,2
79370,85,24,59,7
79371,179,30,118,5
79372,363,71,246,12
79373,479,76,265,20
79374,490,134,345,20
79375,302,92,230,5
79376,191,31,95,13
79377,243,31,152,12
79378,225,30,133,7
79379,521,73,261,32
79380,1058,197,590,66
79381,1398,291,727,110
79382,1656,471,1009,117
79383,531,89,307,27
79384,331,48,155,18
79385,402,73,216,15
79386,311,66,188,12
79387,279,47,129,26
79388,252,72,154,20
79389,454,94,263,23
79390,462,80,249,28
79950,144,42,136,3
79951,202,68,173,8
79952,235,40,163,14
79953,198,76,188,8
79954,156,43,115,5
79955,174,37,114,7
79956,302,93,219,19
79957,185,40,118,3
79958,145,32,99,6
79959,133,33,99,7
79960,184,59,144,10
79961,234,64,196,7
79962,232,44,175,3
79963,266,78,228,5
79964,219,48,180,10
79965,106,30,82,2
79966,69,22,49,3
79967,53,23,64,0
79968,35,17,37,1
79969,47,20,53,0
79970,24,11,30,1
79971,8,3,6,0
79972,25,12,26,0
79973,36,14,29,2
79974,102,20,71,12
79975,132,28,89,2
79976,85,30,81,1
79977,74,14,51,1
79978,215,51,138,6
79979,157,28,105,4
79980,161,27,117,10
79981,149,29,106,9
79982,120,23,92,8
79983,199,34,137,13
79984,255,42,168,7
79985,198,65,151,4
79986,56,10,34,3
79987,91,14,65,3
79988,129,41,109,5
79989,562,63,338,22
79990,582,90,358,21
79991,728,148,439,24
79992,707,131,397,42
79993,559,113,364,23
79994,312,65,208,14
79995,524,90,314,23
79996,411,65,242,22
79997,1044,156,507,71
79998,1393,225,728,87
79999,1402,190,618,113
80000,3232,432,1567,205
80001,1745,269,892,95
80002,691,108,364,36
80003,715,115,396,36
80004,525,88,295,33
80005,240,49,146,20
80006,206,189,274,12
80007,439,184,346,29
80008,540,111,311,35
80569,81,21,56,6
80570,129,26,88,14
80571,296,82,241,15
80572,331,67,214,21
80573,340,56,169,27
80574,495,103,320,35
80575,312,57,218,17
80576,171,48,128,4
80577,130,40,112,5
80578,112,37,107,0
80579,92,20,72,3
80580,91,20,70,2
80581,275,55,212,6
80582,190,44,153,8
80583,94,24,66,2
80584,25,11,21,2
80585,31,12,33,2
80586,48,16,46,2
80587,18,25,34,0
80588,28,8,15,0
80589,18,7,13,0
80590,26,3,16,2
80591,50,14,35,5
80592,106,21,63,11
80593,57,25,42,2
80594,59,19,50,2
80595,51,18,50,0
80596,133,20,80,7
80597,143,33,99,4
80598,141,27,89,6
80599,156,24,105,9
80600,126,22,79,7
80601,71,34,67,0
80602,103,32,78,9
80603,134,72,136,7
80604,42,11,33,0
80605,90,20,68,3
80606,126,37,104,6
80607,304,50,202,13
80608,516,98,370,19
80609,614,110,402,27
80610,517,126,364,20
80611,613,153,445,25
80612,243,73,183,12
80613,443,94,269,20
80614,550,89,282,42
80615,947,160,506,57
80616,1267,143,519,85
80617,1385,191,608,80
80618,3108,584,1757,174
80619,3485,808,2121,235
80620,1908,241,944,103
80621,1438,218,702,112
80622,756,162,429,42
80623,406,51,232,20
80624,484,217,408,30
80625,1108,487,852,86
80626,1628,330,850,108
81185,95,23,80,3
81186,76,16,63,0
81187,104,22,77,3
81188,189,52,161,2
81189,314,74,181,27
81190,262,92,191,11
81191,209,46,154,10
81192,142,23,87,2
81193,123,64,143,0
81194,120,37,88,11
81195,119,24,87,2
81196,74,21,63,0
81197,72,16,49,0
81198,78,19,49,4
81199,56,13,38,2
81200,24,7,15,1
81201,58,20,64,0
81202,39,6,33,2
81203,23,10,23,0
81204,28,2,11,1
81205,30,5,22,0
81206,25,14,32,0
81207,25,15,26,2
81208,26,18,36,0
81209,127,43,112,0
81210,94,34,77,3
81211,180,26,131,7
81212,119,25,92,1
81213,84,15,60,6
81214,99,23,78,5
81215,114,17,65,5
81216,142,19,86,6
81217,92,21,77,0
81218,33,13,33,1
81219,62,22,59,1
81220,133,31,108,7
81221,55,10,42,2
81222,76,17,57,2
81223,210,38,143,15
81224,197,51,150,7
81225,306,47,190,4
81226,429,100,335,19
81227,594,120,358,25
81228,384,104,288,23
81229,165,39,100,10
81230,515,81,258,41
81231,1722,253,780,117
81232,1468,192,675,85
81233,1726,180,769,108
81234,2207,298,1022,167
81235,1744,251,792,152
81236,2044,293,982,130
81237,2420,405,1238,188
81238,2385,521,1413,131
81239,706,171,419,37
81240,1025,220,615,67
81241,1429,291,797,94
81242,1492,417,918,115
81243,2610,406,1384,126
81798,85,13,55,3
81799,74,19,55,5
81800,55,11,32,1
81801,73,30,67,3
81802,108,65,126,3
81803,126,73,143,7
81804,70,29,58,3
81805,93,11,68,2
81806,59,21,56,2
81807,52,23,49,1
81808,69,18,57,2
81809,44,13,38,3
81810,49,11,35,2
81811,32,5,21,1
81812,32,9,24,2
81813,37,2,23,0
81814,89,16,58,2
81815,51,4,37,3
81816,30,12,27,3
81817,36,16,38,1
81818,36,21,42,3
81819,87,34,78,3
81820,25,15,30,3
81821,73,56,111,0
81822,116,56,131,2
81823,94,21,57,1
81824,584,108,356,34
81825,635,115,470,15
81826,139,15,96,2
81827,53,11,36,1
81828,46,10,28,3
81829,61,17,52,3
81830,49,12,42,2
81831,43,14,40,1
81832,72,19,54,2
81833,179,25,107,0
81834,75,16,50,4
81835,72,20,63,4
81836,128,49,115,4
81837,219,52,171,7
81838,302,80,231,13
81839,314,116,273,12
81840,285,89,214,18
81841,202,76,162,7
81842,216,62,128,9
81843,487,117,297,25
81844,487,102,276,26
81845,1148,183,579,52
81846,1448,165,654,70
81847,1566,181,820,80
81848,2899,415,1421,176
81849,4507,570,2103,267
81850,1954,334,962,135
81851,3678,679,1874,249
81852,2562,493,1351,182
81853,3193,512,1474,201
81854,1671,323,877,119
81855,1433,193,626,111
81856,1595,194,691,117
82409,40,10,34,0
82410,32,10,27,0
82411,23,11,20,2
82412,88,51,83,3
82413,66,50,80,1
82414,114,57,124,7
82415,86,40,91,5
82416,26,9,22,0
82417,60,14,48,3
82418,41,23,46,1
82419,40,10,34,1
82420,38,9,24,2
82421,31,22,49,0
82422,38,4,27,3
82423,37,4,19,2
82424,63,13,38,0
82425,80,16,44,5
82426,63,19,51,3
82427,54,13,38,2
82428,45,22,55,0
82429,23,12,23,0
82430,36,16,39,1
82431,37,9,23,2
82432,89,14,57,1
82433,135,37,100,2
82434,430,100,274,22
82435,1336,212,776,73
82436,659,107,400,40
82437,300,90,249,9
82438,85,18,65,3
82439,97,10,54,3
82440,152,26,103,11
82441,111,20,70,3
82442,55,18,59,5
82443,66,31,76,5
82444,60,8,46,4
82445,50,28,55,4
82446,31,29,47,2
82447,56,23,47,2
82448,125,32,92,4
82449,187,71,155,7
82450,319,70,201,7
82451,292,73,233,9
82452,187,39,119,6
82453,223,47,122,8
82454,354,83,208,25
82455,486,106,271,29
82456,637,138,368,59
82457,710,113,383,38
82458,924,167,510,45
82459,1492,302,814,76
82460,3835,600,2005,269
82461,4720,762,2356,283
82462,2820,767,1726,172
82463,4053,960,2414,247
82464,5472,762,2526,323
82465,2799,351,1224,154
82466,1581,176,656,115
82467,837,94,367,52
83021,37,10,33,1
83022,29,7,23,1
83023,70,36,50,4
83024,73,36,75,3
83025,103,46,105,4
83026,83,38,87,1
83027,39,9,37,1
83028,47,12,31,4
83029,94,17,75,0
83030,29,16,37,0
83031,27,14,26,2
83032,27,5,23,0
83033,56,19,44,2
83034,26,9,28,2
83035,54,12,44,1
83036,61,23,62,5
83037,70,13,50,4
83038,52,14,39,2
83039,52,19,46,4
83040,75,21,65,9
83041,52,16,41,5
83042,85,29,63,1
83043,63,14,51,1
83044,128,32,95,6
83045,324,74,212,15
83046,679,141,414,49
83047,463,96,334,25
83048,237,84,211,11
83049,179,59,167,2
83050,124,21,63,5
83051,79,16,50,2
83052,49,6,37,1
83053,41,12,35,0
83054,49,11,33,2
83055,69,34,64,1
83056,68,41,78,0
83057,66,53,85,1
83058,53,28,50,2
83059,83,42,70,3
83060,156,62,116,8
83061,213,107,197,8
83062,194,93,190,5
83063,150,56,122,7
83064,194,70,152,14
83065,300,90,192,21
83066,616,222,462,31
83067,362,118,247,13
83068,276,89,195,13
83069,462,123,287,20
83070,686,295,566,52
83071,1278,365,757,91
83072,1202,215,585,73
83073,1542,231,752,97
83074,2027,339,1024,84
83075,3369,533,1681,190
83076,2997,346,1344,164
83077,1988,216,864,130
83078,745,103,331,45
83079,1128,189,480,88
83635,40,9,34,2
83636,26,7,18,0
83637,57,18,35,3
83638,45,10,29,5
83639,61,24,52,4
83640,53,10,36,4
83641,56,21,48,1
83642,47,7,37,1
83643,49,16,34,2
83644,29,8,25,0
83645,47,10,38,2
83646,29,8,20,1
83647,35,10,30,1
83648,91,20,66,5
83649,29,11,28,1
83650,35,8,22,2
83651,85,13,55,5
83652,78,14,51,3
83653,82,17,57,0
83654,40,11,33,3
83655,48,14,37,4
83656,67,12,40,5
83657,57,16,46,0
83658,76,26,63,3
83659,129,25,77,10
83660,372,78,254,21
83661,211,44,144,14
